,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
108,0,8.562059164047241,8.722020864486694,18.185834646224976,19.824609994888306,20.009747982025146,22.667717218399048,27.137627840042114,27.354709148406982,28.708237648010254,35.55960273742676,66.12989020347595,68.83163261413574,,,,,,,
109,0,10.292176961898804,11.52820110321045,24.703832626342773,28.44313383102417,53.08042240142822,65.7539849281311,68.14571571350098,,,,,,,,,,,,
110,0,11.234163522720337,14.607697010040283,19.385525703430176,22.287817239761353,26.593491077423096,29.840819597244263,35.98742437362671,37.41719317436218,38.32607102394104,40.137044191360474,40.297001123428345,41.13694453239441,41.96473979949951,45.79225945472717,49.670011043548584,64.86370396614075,70.43119621276855,,
111,0,8.921969890594482,25.04189968109131,28.241235494613647,30.05676507949829,40.57707762718201,44.520448207855225,46.86482310295105,68.31573629379272,,,,,,,,,,,
112,0,43.200427770614624,,,,,,,,,,,,,,,,,,
113,0,,,,,,,,,,,,,,,,,,,
114,0,21.77548384666443,21.961742639541626,25.161863803863525,28.097278356552124,34.04794955253601,39.38294291496277,45.27626132965088,51.81164789199829,53.44033074378967,62.17618155479431,70.83110046386719,,,,,,,,
115,0,12.208004236221313,13.127753019332886,13.975678205490112,35.09960579872131,36.61512780189514,42.42061948776245,49.97610092163086,50.855891942977905,52.794376611709595,60.36979603767395,65.58603310585022,66.4738039970398,67.86374521255493,68.4558355808258,69.58341360092163,,,,
116,0,14.265628814697266,22.42378330230713,23.659472227096558,33.76005434989929,42.72055268287659,49.246108055114746,53.656272649765015,63.30328845977783,67.07366108894348,68.67565250396729,69.81535482406616,,,,,,,,
117,0,12.9238121509552,21.5835280418396,23.471550703048706,29.0250244140625,42.87253713607788,63.10013127326965,66.92169094085693,69.46344518661499,71.02304983139038,,,,,,,,,,
118,0,18.705703020095825,31.57853078842163,39.03788232803345,51.41174840927124,61.76189851760864,,,,,,,,,,,,,,
119,0,30.23272466659546,46.55289173126221,64.40953707695007,,,,,,,,,,,,,,,,
120,0,,,,,,,,,,,,,,,,,,,
121,0,10.600096225738525,12.731856107711792,22.79973840713501,27.526690244674683,39.574926137924194,40.869014739990234,44.832401752471924,51.99191117286682,62.41998553276062,68.99955940246582,70.99905347824097,,,,,,,,
122,0,,,,,,,,,,,,,,,,,,,
123,0,,,,,,,,,,,,,,,,,,,
124,0,,,,,,,,,,,,,,,,,,,
125,0,,,,,,,,,,,,,,,,,,,
126,0,,,,,,,,,,,,,,,,,,,
127,0,,,,,,,,,,,,,,,,,,,
128,0,,,,,,,,,,,,,,,,,,,
129,0,,,,,,,,,,,,,,,,,,,
130,0,,,,,,,,,,,,,,,,,,,
131,0,,,,,,,,,,,,,,,,,,,
132,0,,,,,,,,,,,,,,,,,,,
133,0,,,,,,,,,,,,,,,,,,,
134,0,,,,,,,,,,,,,,,,,,,
135,0,,,,,,,,,,,,,,,,,,,
136,0,,,,,,,,,,,,,,,,,,,
137,0,,,,,,,,,,,,,,,,,,,
138,0,,,,,,,,,,,,,,,,,,,
139,0,,,,,,,,,,,,,,,,,,,
140,0,,,,,,,,,,,,,,,,,,,
141,0,,,,,,,,,,,,,,,,,,,
142,0,,,,,,,,,,,,,,,,,,,
143,0,,,,,,,,,,,,,,,,,,,
144,0,,,,,,,,,,,,,,,,,,,
145,0,,,,,,,,,,,,,,,,,,,
146,0,,,,,,,,,,,,,,,,,,,
147,0,,,,,,,,,,,,,,,,,,,
148,0,,,,,,,,,,,,,,,,,,,
149,0,,,,,,,,,,,,,,,,,,,
150,0,,,,,,,,,,,,,,,,,,,
151,0,,,,,,,,,,,,,,,,,,,
152,0,,,,,,,,,,,,,,,,,,,
153,0,,,,,,,,,,,,,,,,,,,
154,0,,,,,,,,,,,,,,,,,,,
155,0,,,,,,,,,,,,,,,,,,,
156,0,,,,,,,,,,,,,,,,,,,
157,0,,,,,,,,,,,,,,,,,,,
158,0,,,,,,,,,,,,,,,,,,,
159,0,,,,,,,,,,,,,,,,,,,
160,0,,,,,,,,,,,,,,,,,,,
161,0,,,,,,,,,,,,,,,,,,,
162,0,,,,,,,,,,,,,,,,,,,
163,0,,,,,,,,,,,,,,,,,,,
164,0,,,,,,,,,,,,,,,,,,,
165,0,,,,,,,,,,,,,,,,,,,
166,0,,,,,,,,,,,,,,,,,,,
167,0,,,,,,,,,,,,,,,,,,,
168,0,,,,,,,,,,,,,,,,,,,
169,0,,,,,,,,,,,,,,,,,,,
170,0,,,,,,,,,,,,,,,,,,,
171,0,,,,,,,,,,,,,,,,,,,
172,0,,,,,,,,,,,,,,,,,,,
173,0,,,,,,,,,,,,,,,,,,,
174,0,,,,,,,,,,,,,,,,,,,
175,0,,,,,,,,,,,,,,,,,,,
176,0,,,,,,,,,,,,,,,,,,,
177,0,,,,,,,,,,,,,,,,,,,
178,0,,,,,,,,,,,,,,,,,,,
179,0,,,,,,,,,,,,,,,,,,,
180,0,,,,,,,,,,,,,,,,,,,
181,0,,,,,,,,,,,,,,,,,,,
182,0,,,,,,,,,,,,,,,,,,,
183,0,,,,,,,,,,,,,,,,,,,
184,0,,,,,,,,,,,,,,,,,,,
185,0,,,,,,,,,,,,,,,,,,,
186,0,,,,,,,,,,,,,,,,,,,
187,0,,,,,,,,,,,,,,,,,,,
188,0,,,,,,,,,,,,,,,,,,,
189,0,,,,,,,,,,,,,,,,,,,
190,0,,,,,,,,,,,,,,,,,,,
191,0,,,,,,,,,,,,,,,,,,,
192,0,,,,,,,,,,,,,,,,,,,
193,0,,,,,,,,,,,,,,,,,,,
194,0,,,,,,,,,,,,,,,,,,,
195,0,,,,,,,,,,,,,,,,,,,
196,0,,,,,,,,,,,,,,,,,,,
197,0,,,,,,,,,,,,,,,,,,,
198,0,,,,,,,,,,,,,,,,,,,
199,0,,,,,,,,,,,,,,,,,,,
200,0,,,,,,,,,,,,,,,,,,,
201,0,,,,,,,,,,,,,,,,,,,
202,0,,,,,,,,,,,,,,,,,,,
203,0,,,,,,,,,,,,,,,,,,,
204,0,,,,,,,,,,,,,,,,,,,
205,0,,,,,,,,,,,,,,,,,,,
206,0,,,,,,,,,,,,,,,,,,,
207,0,,,,,,,,,,,,,,,,,,,
208,0,,,,,,,,,,,,,,,,,,,
209,0,,,,,,,,,,,,,,,,,,,
210,0,,,,,,,,,,,,,,,,,,,
211,0,,,,,,,,,,,,,,,,,,,
212,0,,,,,,,,,,,,,,,,,,,
213,0,,,,,,,,,,,,,,,,,,,
214,0,,,,,,,,,,,,,,,,,,,
215,0,,,,,,,,,,,,,,,,,,,
216,0,,,,,,,,,,,,,,,,,,,
217,0,,,,,,,,,,,,,,,,,,,
218,0,,,,,,,,,,,,,,,,,,,
219,0,,,,,,,,,,,,,,,,,,,
220,0,,,,,,,,,,,,,,,,,,,
221,0,,,,,,,,,,,,,,,,,,,
222,0,,,,,,,,,,,,,,,,,,,
223,0,,,,,,,,,,,,,,,,,,,
224,0,,,,,,,,,,,,,,,,,,,
225,0,,,,,,,,,,,,,,,,,,,
226,0,,,,,,,,,,,,,,,,,,,
227,0,,,,,,,,,,,,,,,,,,,
228,0,,,,,,,,,,,,,,,,,,,
229,0,,,,,,,,,,,,,,,,,,,
230,0,,,,,,,,,,,,,,,,,,,
231,0,,,,,,,,,,,,,,,,,,,
232,0,,,,,,,,,,,,,,,,,,,
233,0,,,,,,,,,,,,,,,,,,,
234,0,,,,,,,,,,,,,,,,,,,
235,0,,,,,,,,,,,,,,,,,,,
236,0,,,,,,,,,,,,,,,,,,,
237,0,,,,,,,,,,,,,,,,,,,
238,0,,,,,,,,,,,,,,,,,,,
239,0,,,,,,,,,,,,,,,,,,,
240,0,,,,,,,,,,,,,,,,,,,
241,0,,,,,,,,,,,,,,,,,,,
242,0,,,,,,,,,,,,,,,,,,,
243,0,,,,,,,,,,,,,,,,,,,
244,0,,,,,,,,,,,,,,,,,,,
245,0,,,,,,,,,,,,,,,,,,,
246,0,,,,,,,,,,,,,,,,,,,
247,0,,,,,,,,,,,,,,,,,,,
248,0,,,,,,,,,,,,,,,,,,,
249,0,,,,,,,,,,,,,,,,,,,
250,0,,,,,,,,,,,,,,,,,,,
251,0,,,,,,,,,,,,,,,,,,,
252,0,,,,,,,,,,,,,,,,,,,
253,0,,,,,,,,,,,,,,,,,,,
254,0,,,,,,,,,,,,,,,,,,,
255,0,,,,,,,,,,,,,,,,,,,
